_Area,_Location,_Class,_Name,_19Jan,_19Feb,_19Mar,_19Apr,_19May,_19Jun,_19Jul,_19Aug,_19Sep,_19Oct,_19Nov,_19Dec,_20Jan,_20Feb,_20Mar,_20Apr,_20May,_20Jun,_20Jul,_20Aug,_20Sep,_20Oct,_20Nov,_20Dec,_21Jan,_21Feb,_21Mar,_21Apr,_21May,_21Jun,_21Jul,_21Aug,_21Sep,_21Oct,_21Nov,_21Dec,_22Jan,_22Feb,_22Mar,_22Apr,_22May,_22Jun,_22Jul,_22Aug,_22Sep,_22Oct,_22Nov,_22Dec,_23Jan,_23Feb,_23Mar,_23Apr,_23May,_23Jun,_23Jul,_23Aug,_23Sep,_23Oct,_23Nov,_23Dec,_19Total,_20Total,_21Total,_22Total,_23Total,_Total,_20Rate,_21Rate,_22Rate,_23Rate,_before,_after,_rate
Central,Changhua County,National Scenic Areas,八卦山風景區(彰化地區),169227,307758,228182,204106,171837,192572,193417,209107,170552,201990,188637,182651,233722,178778,144696,153210,128554,148304,163178,154394,129529,196636,110007,139446,97646,142376,95148,103338,44792,5204,15962,42278,62768,87724,85035,149248,228544,182977,171999,162121,115510,75152,189498,211077,206381,231693,159745,145607,234064,176619,171435,177100,146455,138540,151794,162682,165070,163491,149759,160360,2420036,1880454,931519,2080304,1997369,9309682,-22.3,-50.46,123.32,-3.99,4738998,4462448,-0.058356217917796126
Central,Nantou County,National Scenic Areas,八卦山風景區（南投地區）,169227,307758,228182,204106,171837,192572,193417,209107,170552,201990,188637,182651,233722,178778,144696,153210,128554,148304,163178,154394,129529,196636,110007,139446,97646,142376,95148,103338,44792,5204,15962,42278,62768,87724,85035,149248,75400,84801,86228,64954,59270,54169,82754,81790,58463,76587,44111,44096,85016,50118,76574,68511,44856,45559,46560,47901,50809,52267,47858,51054,2420036,1880454,931519,812623,667083,6711715,-22.3,-50.46,-12.76,-17.91,4738998,1864481,-0.6065664091860768
Central,Taichung City,Tourist Areas,麗寶樂園渡假村,352391,479675,347229,369120,343108,409865,604649,579887,424231,356096,339426,489026,824555,554136,293862,254397,443248,573170,1013377,1152902,481935,516691,442859,497806,505905,638183,388135,518173,221445,53587,164165,412715,413050,548347,475574,616691,484774,584074,364002,297076,206378,340592,696121,783194,442098,512813,422879,519074,703017,445559,340354,461496,377055,486482,676345,632581,435848,439583,392422,483044,5094703,7048938,4955970,5653075,5873786,28626472,38.36,-29.69,14.07,3.9,14194037,13580523,-0.043223362035761916
Northern,New Taipei City,Others,八里左岸公園,353000,309000,278000,288000,265000,335000,335000,331000,265000,340000,289000,265000,263000,294000,281900,222000,289000,321300,272000,340200,281880,411480,354240,316440,408240,365040,365040,394200,183440,3900,4000,9400,249180,270420,257040,251640,273240,272160,285120,287280,19300,145000,178000,166500,111000,216400,297000,268920,369360,284040,302400,302400,273240,293760,370440,139966,149802,242000,265000,233100,3653000,3647440,2761540,2519920,3225508,15807408,-0.15,-24.29,-8.75,28.0,8832960,6773708,-0.2331327210810419
Northern,Taipei City,Museums,國立故宮博物院,370990,407593,366684,340563,352990,292033,338031,354840,191623,266119,276443,274464,207677,62144,15436,10141,20489,30693,51837,59923,35828,58803,43382,45810,44342,53268,33743,57620,19077,0,2891,18740,19855,70089,62295,34916,34727,37931,32976,25908,16461,28804,69660,70950,42339,64834,57755,74943,103511,98055,99299,125817,107071,116323,137895,143101,118554,167379,158383,176802,3832373,642163,416836,557288,1552190,7000850,-83.24,-35.09,33.69,178.53,4663509,2296633,-0.5075311316006895
Southern,Kaohsiung City,Others,蓮池潭,380722,506988,417607,390800,367235,368544,370403,370651,370752,1096208,368227,392163,502236,313404,180133,87304,85378,108034,193016,152728,159821,530288,164577,169463,179034,293248,175406,186048,67918,19085,17147,24827,27498,44906,73763,48090,80582,84884,78435,156142,138487,140271,212843,203979,167025,204335,204480,219448,1674710,381063,219365,224728,218075,207441,208589,207127,195256,223186,212228,221021,5400300,2646382,1156970,1890911,4192789,15287352,-51.0,-56.28,63.44,121.73,8880418,6277957,-0.29305613767279876
Southern,Kaohsiung City,Others,駁二藝術特區,385000,901916,259860,355917,273743,178673,418103,402944,195000,381651,219847,258800,578051,210428,152400,58300,52740,194967,380160,400498,200180,489900,420000,502142,330202,400736,200400,204540,77377,0,1000,8911,45671,209900,213835,1214270,485083,2650740,312061,204002,186996,222745,291787,336937,280162,443128,408840,422217,592764,395552,368760,463866,364680,352003,387440,376026,341286,439624,355938,466681,4231454,3639766,2906842,6244698,4904620,21927380,-13.98,-20.14,114.83,-21.46,9007098,12832994,0.42476455790755246
Northern,Taipei City,Museums,國立國父紀念館,389490,332175,416210,439080,489900,437930,427510,410440,267845,360215,331495,413595,249200,179465,154290,96400,109475,118575,171490,184000,172950,260525,197590,199090,169615,142825,149890,169285,98845,14595,25375,42300,74500,110240,145390,225800,134575,96490,130975,116075,75195,87180,156250,131410,109880,149160,154050,264495,161860,6337840,187925,218180,185810,154085,177580,179220,165215,279580,221165,330370,4715885,2093050,1368660,1605735,8598830,18382160,-55.62,-34.61,17.32,435.51,7440550,10760495,0.4461961817338772
Northern,New Taipei City,Others,十分旅遊服務中心,392000,621000,453900,390000,300800,292200,386000,290000,275500,301000,255900,254500,392500,305000,130000,80000,143000,163500,185000,185000,180000,184000,167500,144500,105000,245000,135000,134000,52000,0,0,48000,108000,99000,96000,89500,85000,238000,145000,139360,132520,140000,189000,195000,185000,164000,139400,129600,141000,240000,221525,226680,174930,193295,212125,199407,196026,184801,162820,149900,4212800,2260000,1111500,1881880,2302509,11768689,-46.35,-50.82,69.31,22.35,7091800,4576889,-0.35462238077779973
Northern,Hsinchu County,National Scenic Areas,獅頭山風景區(新竹地區),198785,308076,191860,322024,261765,275944,244380,308802,296859,357942,315727,336103,303254,274225,277088,250138,311772,284907,304994,278819,292605,340947,227995,365354,210980,215526,201120,217953,169041,11467,13786,119364,139187,166746,145032,264901,139661,101750,116491,102983,62142,86196,473095,192654,155069,200646,120887,88406,181246,125588,137051,132582,166764,145616,172358,139912,178122,139569,150070,126705,3418267,3512098,1875103,1839980,1795583,12441031,2.74,-46.61,-1.87,-2.41,7775944,4351429,-0.4403986191258579
Central,Miaoli County,National Scenic Areas,獅頭山風景區(苗栗地區),198785,308076,191860,322024,261765,275944,244380,308802,296859,357942,315727,336103,303254,274225,277088,250138,311772,284907,304994,278819,292605,340947,227995,365354,210980,215526,201120,217953,169041,11467,13786,119364,139187,166746,145032,264901,295349,180945,162303,195808,133847,135308,226806,271788,226871,291910,148548,173381,217825,153240,156320,182593,198821,162974,197071,145208,193796,218986,174294,199172,3418267,3512098,1875103,2442864,2200300,13448632,2.74,-46.61,30.28,-9.93,7775944,5359030,-0.31081936804071636
Northern,New Taipei City,Municipallevel and Countylevel Scenic Area,瑞芳風景特定區,406500,669000,454800,408000,348000,349700,391000,426000,356500,465000,488000,362000,407000,350000,156000,100000,174000,205000,212000,260000,250000,290000,275000,225000,196000,315000,207000,219000,90000,7000,35000,76000,203000,210000,183000,169000,193000,281000,218000,248000,195000,235000,235000,375000,273000,245000,300000,276000,511160,318000,304590,319615,290555,283490,318495,378789,335789,283413,300443,285392,5124500,2904000,1910000,3074000,3929731,16942231,-43.33,-34.23,60.94,27.84,8965500,7768731,-0.1334860297808265
Northern,Taipei City,Museums,國立中正紀念堂,447921,465276,522040,505600,458051,394512,414638,434332,302383,450003,363845,449397,452759,285731,160903,54841,25793,37880,63637,82463,65733,128770,82098,136514,91022,105286,97380,80154,26775,0,2394,14278,21844,96276,46815,164122,83407,88740,139416,86644,24019,42034,59787,61834,60790,102145,112666,237818,233048,224709,222270,241564,249988,206362,268828,232845,237208,299892,280477,505186,5207998,1577122,746346,1099300,3202377,11833143,-69.72,-52.68,47.29,191.31,7158962,4630734,-0.3531556669807718
Central,Taichung City,Others,草悟道,449014,478855,458274,492889,514243,577038,620464,531177,569437,580847,625952,693255,587252,411957,376319,425844,473007,548500,578802,521627,428672,498757,466913,473730,567839,605691,582917,542139,317390,153479,252509,363448,391589,477876,423643,489001,466921,512245,476489,417590,317778,335511,490742,548019,465841,604327,475827,538565,587577,554459,549380,565061,478494,515726,556041,563767,522089,674868,809519,917450,6591445,5791380,5167521,5649855,7294431,30494632,-12.14,-10.77,9.33,29.11,14681411,14726395,0.0030640106730885743
Southern,Kaohsiung City,Temples,佛光山,458009,2363018,792975,661520,628630,565544,553048,528629,431874,497708,824353,696649,1700558,935852,121863,79145,68722,95809,100347,127411,108570,127592,636790,182924,166369,822453,162646,202540,63393,0,0,60668,76567,92183,117095,166221,92095,193389,89018,128690,99176,100145,119244,121249,85428,97490,173085,197326,613672,323451,136925,161572,145889,118774,128351,108783,119949,136675,189203,250729,9001957,4285583,1930135,1496335,2433973,19147983,-52.39,-54.96,-22.48,62.66,14641548,4382374,-0.7006891621022586
Northern,Taipei City,Others,松山文創園區,487236,694595,482483,608166,614046,521409,548936,573332,461637,563874,583391,631016,595964,488748,377001,482483,334997,344118,500972,563224,433988,480786,502202,490492,537408,489627,510866,513970,255314,90596,123927,233779,270165,373248,418786,464391,429762,373848,511064,389160,277617,359914,516202,574207,473533,421938,515160,488485,510547,1234147,648929,555930,593886,499967,558384,582066,586130,746182,681376,731483,6770121,5594975,4282077,5330890,7929027,29907090,-17.36,-23.47,24.49,48.74,14416967,14786507,0.0256322983884197
Northern,Taipei City,Others,華山1914文化創意產業園區,551630,604095,395673,223432,282097,294368,295553,276520,215981,218690,307961,302193,304549,224323,77984,20870,51646,62830,230071,173483,171580,250585,149645,123726,201037,364808,286081,318797,71458,0,63987,64686,92284,183332,124950,177246,243078,233357,131136,118189,84794,98213,182677,253712,186583,101833,153428,241122,367429,317021,189100,185719,222538,203138,239632,285810,331939,195697,277630,533497,3968193,1841292,1948666,2028122,3349150,13135423,-53.6,5.83,4.08,65.14,6980208,5955084,-0.14686152618947745
Central,Taichung City,Others,東豐自行車綠廊及后豐鐵馬道,637767,1001442,790710,774927,753053,756068,835254,651957,824909,974347,951103,981977,845416,998586,639327,521465,483286,576019,530285,609546,686863,1226530,924939,700608,835431,1463105,854299,1034802,424875,0,102953,141110,395461,975766,685814,400617,349791,374306,336142,308901,249952,233876,322779,343173,308092,357752,335306,359203,413449,356912,328803,362112,499049,491512,511117,489890,492482,535855,678234,666708,9933514,8742870,7314233,3879273,5826123,35696013,-11.99,-16.34,-46.96,50.19,22864021,12163054,-0.4680264683101892
Southern,Kaohsiung City,Others,旗津風景區,696788,765423,593836,478102,394415,400651,860933,354040,383953,418384,611582,751872,447952,350254,204872,166996,178474,245173,247714,250117,354489,353231,275237,279661,271261,377906,267798,292601,154147,63088,96060,157505,208889,276432,282805,273199,205246,146085,264210,761025,573069,747947,822797,685727,388051,469710,444218,469280,594462,457564,458052,522138,433184,415478,427080,407222,347368,425969,390318,378706,6709979,3354170,2721691,5977365,5257541,24020746,-50.01,-18.86,119.62,-12.04,11273715,12276231,0.0889250792662401
Southern,Tainan City,Temples,南鯤鯓代天府,700500,905000,800000,762500,910000,790000,912000,570000,890100,901500,830000,825000,700000,680000,200000,120000,130000,530000,709000,570000,607000,820000,810000,750000,450000,808000,500000,120000,300,100,300,3600,6000,15000,38000,200000,120000,785000,450000,668000,720000,558000,582000,39000,356000,315000,298500,229000,1250000,589000,438000,493000,756000,809000,602000,225100,298000,409000,389000,325000,9796600,6626000,2141300,5120500,6583100,30267500,-32.36,-67.68,139.13,28.56,18300600,11962600,-0.3463274428160825
Northern,New Taipei City,Others,林口三井Outlet,700561,822104,778511,755448,767853,842705,835028,859684,756863,742913,779636,895216,965821,628462,543889,557954,730585,789228,823752,821162,668466,744471,713632,785236,721510,761457,652366,691771,339196,204476,260132,543005,439299,640685,579753,672262,566497,687551,537006,448380,409998,536109,623910,615714,522092,619276,620469,735567,917291,635408,598537,696685,652241,663852,783337,698887,634981,717745,650032,774009,9536522,8772658,6505912,6922569,8423005,40160666,-8.01,-25.84,6.4,21.67,21136284,17677573,-0.1636385563327972
